POS,#,Name,Inf,ORG,Age,B,T,OVR,CON,BABIP,GAP,POW,EYE,K's,CON vL,POW vL,CON vR,POW vR,BUN,BFH,STU,CON,PBABIP,HRR,PIT,STM,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,STE,DEF,G,PA,AB,AVG,OBP,SLG,wOBA,OPS,OPS+,BABIP,WPA,wRC,wRC+,wRAA,WAR,G,BB,K,ERA,AVG,OBP,SLG,OPS,BABIP,WHIP,HR/9,H/9,BB/9,K/9,ERA+,FIP,WAR,SIERA,POS,G,EFF,SLR,SctAcc
SP,48,Chase Anderson,,-,37,R,R,1.5 Stars,1,1,1,1,1,1,1,1,1,1,40,32,26,41,53,37,5,38,-,-,-,13,47,41,14,-,-,-,20,30,69,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,29,Matt Andriese,,-,36,R,R,2.0 Stars,18,21,7,1,16,16,19,1,17,1,51,27,26,62,33,40,4,41,-,-,-,26,11,47,23,-,-,-,19,21,50,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,19,Alexis Arellano,,Arizona Diamondbacks,16,L,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,36,10,1,1,28,1,3,47,6,11,5,11,13,40,3,32,31,43,3,1,30,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,18,Ronny Arevalo,,Miami Marlins,16,L,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,34,2,11,1,37,1,3,56,3,4,3,10,12,33,6,56,42,51,3,4,27,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,46,Riley Arjona,,Boston Red Sox,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,94,8,11,1,34,1,4,50,9,11,11,12,1,47,5,34,34,40,12,4,21,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,15,Pedro Arredondo,,Kansas City Royals,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,57,2,6,1,34,1,3,52,2,1,4,20,12,66,24,55,48,57,9,1,49,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,3,Ricky Arreola,,Chicago Cubs,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,32,7,1,1,30,1,3,70,2,2,4,21,8,29,11,33,28,35,3,2,35,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,35,Spencer Arrighetti,,Houston Astros,25,R,R,2.5 Stars,10,1,16,1,12,14,10,1,9,1,34,16,54,42,60,43,5,51,1,1,3,28,24,35,9,10,21,20,15,4,60,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,24,56,103,7.10,.272,.362,.513,.875,.306,1.63,2.1,9.9,4.8,8.9,56,5.90,-0.9,4.15,1,24,.784,$740 000,Very High
SP,26,Aaron Ashby,,Milwaukee Brewers,27,R,L,2.5 Stars,2,3,1,1,1,1,3,1,2,1,45,22,47,32,52,56,5,46,1,1,4,33,37,51,10,2,1,1,20,23,79,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,36,37,73,3.49,.210,.314,.331,.644,.267,1.28,0.8,6.7,4.8,9.4,115,3.85,0.5,3.85,1,36,1.046,$3 450 000,Very High
SP,9,Dave Banegas,,Tampa Bay Rays,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,84,2,1,3,38,3,4,63,1,1,3,16,26,40,8,35,32,42,12,1,50,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,16,Eddie Barral,,Tampa Bay Rays,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,76,3,1,1,28,1,3,47,11,9,11,14,18,35,13,46,37,43,10,1,39,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,21,Robby Barrela,,Texas Rangers,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,37,12,1,2,36,1,3,76,1,2,3,15,8,46,6,58,49,53,11,10,32,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,40,Chris Bassitt,,Toronto Blue Jays,36,R,R,2.5 Stars,3,9,6,1,2,1,5,1,3,1,51,27,40,48,53,47,7,66,1,1,1,28,30,45,12,6,17,48,17,13,70,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,32,68,169,5.02,.259,.340,.445,.784,.302,1.41,1.6,9.0,3.6,9.0,79,4.94,0.3,3.68,1,32,1.150,$22 000 000,Very High
SP,66,Brady Basso,,Athletics,27,R,L,2.5 Stars,1,1,4,1,1,1,1,1,1,1,45,10,40,60,57,48,4,43,1,1,3,25,27,55,22,6,17,19,10,6,67,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,25,47,86,4.75,.265,.342,.426,.767,.301,1.49,1.2,9.5,3.9,7.2,81,4.66,0.4,4.48,1,25,1.133,$740 000,Very High
SP,11,Shane Baz,,Tampa Bay Rays,26,R,R,2.5 Stars,1,8,4,10,8,1,2,10,1,9,37,10,44,45,62,48,4,42,2,2,3,41,51,64,27,29,34,27,19,21,94,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,45,35,84,5.07,.277,.339,.488,.826,.308,1.44,1.6,9.9,3.1,7.3,75,4.87,-0.5,4.12,1,43,1.255,$1 450 000,Very High
SP,46,Tyler Beede,,-,32,R,R,2.0 Stars,11,11,3,1,17,12,11,1,11,1,20,10,39,30,52,45,7,31,2,2,2,29,21,39,24,8,14,23,15,4,61,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,66,Brayan Bello,,Boston Red Sox,26,R,R,2.5 Stars,10,6,16,1,1,14,11,1,10,1,67,4,46,50,44,61,4,54,3,3,1,26,32,56,26,7,25,20,16,17,73,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,23,38,107,4.73,.266,.328,.465,.793,.310,1.35,1.5,9.2,2.9,8.3,91,4.52,1.0,3.70,1,23,.896,$2 660 000,Very High
SP,41,Jonathan Bermudez,,-,29,L,L,2.0 Stars,8,1,1,1,1,12,4,1,8,1,82,2,30,39,52,40,4,43,2,2,2,26,24,60,21,7,17,31,17,18,66,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,17,Jose Berrios,,Toronto Blue Jays,31,R,R,2.5 Stars,16,22,1,1,11,12,17,1,16,1,64,38,39,58,60,44,5,77,-,-,-,24,31,42,12,-,-,-,16,17,66,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,32,66,176,5.69,.271,.338,.478,.816,.305,1.42,2.0,9.6,3.2,8.6,70,5.31,-0.4,3.72,1,32,1.046,$19 000 000,Very High
SP,12,Danny Bertrand,,Cincinnati Reds,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,83,5,1,3,35,1,4,73,4,1,2,18,28,44,11,64,51,59,12,1,56,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,28,Tanner Bibee,,Cleveland Guardians,26,R,R,3.0 Stars,1,1,1,1,1,1,1,1,1,1,86,21,49,59,61,45,4,63,1,1,3,22,28,48,12,11,20,23,25,6,62,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,34,57,202,4.19,.252,.310,.418,.727,.309,1.26,1.3,8.6,2.7,9.5,97,3.86,3.0,3.13,1,34,1.046,$3 400 000,Very High
SP,57,Shane Bieber,,Washington Nationals,30,R,R,3.0 Stars,15,9,1,1,1,25,16,1,15,1,33,10,43,61,52,50,5,55,-,-,-,15,17,28,8,-,-,-,13,7,36,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,15,22,82,4.03,.254,.305,.423,.729,.300,1.25,1.4,8.8,2.4,8.9,101,4.12,1.0,3.31,1,15,.523,$10 000 000,Very High
SP,50,Ty Blach,,-,34,R,L,2.0 Stars,13,3,1,1,18,22,14,1,13,1,70,38,18,75,36,39,4,47,-,-,-,38,42,40,13,42,47,48,14,11,84,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,61,Cody Bradford,,Texas Rangers,27,L,L,2.5 Stars,1,1,1,1,1,5,1,1,1,1,40,21,39,72,60,44,5,47,-,-,1,27,26,44,13,3,3,3,20,17,64,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,$740 000,Very High
SP,38,Kyle Bradish,,Baltimore Orioles,29,R,R,3.0 Stars,5,6,1,1,1,5,7,1,4,1,34,12,49,50,60,52,4,55,1,1,5,24,42,56,16,18,28,30,14,12,78,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,$2 350 000,Very High
SP,45,Taj Bradley,,Tampa Bay Rays,24,R,R,3.0 Stars,11,3,1,1,1,15,11,1,10,1,47,36,53,52,59,52,4,56,1,1,4,25,31,46,3,34,42,48,16,11,66,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,32,66,194,3.29,.214,.294,.362,.655,.262,1.15,1.1,7.1,3.2,9.4,115,3.95,2.3,3.31,1,32,1.046,$740 000,Very High
SP,41,Ralph Bridge,,Detroit Tigers,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,48,6,1,1,29,1,4,65,4,2,2,14,4,23,19,39,38,35,2,2,22,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,62,Aaron Brooks,,-,35,R,R,2.0 Stars,9,13,12,1,10,1,10,1,9,1,54,17,18,61,49,44,5,50,-,-,-,16,27,38,17,-,-,-,16,22,51,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,58,Hunter Brown,,Houston Astros,27,R,R,2.5 Stars,3,2,12,1,1,4,4,1,3,1,15,13,48,46,55,51,6,43,1,1,1,15,23,55,18,12,18,20,9,10,50,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,32,67,171,4.51,.243,.317,.414,.732,.292,1.32,1.3,8.4,3.5,9.0,89,4.25,1.8,3.66,1,32,1.046,$740 000,Very High
SP,50,Kris Bubic,,Kansas City Royals,28,L,L,2.5 Stars,1,1,1,1,1,1,1,1,1,1,75,25,48,46,47,48,5,39,1,1,2,17,23,62,24,7,22,29,9,19,55,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,33,60,193,3.79,.239,.298,.357,.655,.299,1.18,0.8,7.9,2.7,8.8,109,3.34,4.4,3.34,1,33,1.176,$3 000 000,Very High
SP,21,Walker Buehler,,Boston Red Sox,31,R,R,2.5 Stars,11,14,1,1,1,10,12,1,11,1,29,5,40,61,50,53,6,55,1,1,2,24,7,88,6,13,21,34,19,16,51,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,30,46,136,4.28,.241,.298,.388,.686,.278,1.22,1.1,8.3,2.6,7.7,100,4.03,2.3,3.75,1,30,.896,$21 050 000,Very High
SP,40,Madison Bumgarner,,-,36,R,L,2.0 Stars,15,28,8,47,15,1,16,48,15,47,47,33,25,56,56,40,4,67,10,10,5,18,31,34,19,30,40,30,14,5,57,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,Free agent,Very High
SP,18,Sean Burke,,Chicago White Sox,25,R,R,2.5 Stars,1,1,1,1,1,1,1,1,1,1,78,8,54,39,55,46,4,46,2,2,5,34,11,50,18,21,21,14,18,24,60,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,32,75,151,5.69,.256,.351,.420,.772,.313,1.51,1.2,8.9,4.7,9.4,73,4.63,1.2,3.94,1,32,.915,$740 000,Very High
SP,39,Corbin Burnes,,Arizona Diamondbacks,30,R,R,3.0 Stars,16,18,1,1,1,17,17,1,16,1,32,7,48,57,66,58,5,77,3,3,2,26,44,52,38,5,25,25,22,23,81,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,18,33,114,4.53,.251,.312,.417,.728,.310,1.30,1.3,8.8,2.9,9.9,88,3.88,1.4,3.12,1,18,1.195,$30 833 000,Very High
SP,57,Ky Bush,,Chicago White Sox,25,L,L,2.0 Stars,1,1,1,1,1,1,1,1,1,1,69,24,29,41,53,46,4,49,2,2,2,31,24,48,12,6,16,21,18,17,68,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,36,Alex Bustos,,Cincinnati Reds,16,L,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,87,7,1,1,27,1,4,48,8,11,12,19,16,29,3,48,49,43,21,3,40,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,27,Edward Cabrera,,Miami Marlins,27,R,R,2.5 Stars,1,2,1,1,1,1,3,1,1,1,45,31,52,35,60,46,5,41,4,4,3,28,52,28,31,1,1,1,19,11,82,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,30,77,142,4.63,.242,.332,.403,.735,.282,1.41,1.2,8.2,4.5,8.3,89,4.66,0.9,4.20,1,30,.965,$1 950 000,Very High
SP,35,Alex Camacho,,Los Angeles Angels,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,69,3,1,1,34,1,3,77,2,2,3,18,4,49,5,43,40,48,9,1,32,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,2,Luis Campisi,,Kansas City Royals,16,R,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,39,4,1,1,28,1,3,74,11,8,7,11,5,31,3,38,37,43,6,4,19,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,14,Jordan Campos,,Toronto Blue Jays,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,63,6,1,1,34,1,4,69,2,1,1,15,17,38,20,34,29,38,12,2,40,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,47,Griffin Canning,,-,29,R,R,2.5 Stars,1,1,1,1,1,1,1,1,1,1,48,23,41,46,60,43,4,70,1,2,5,41,17,53,29,27,2,54,13,11,76,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,16,24,56,4.42,.259,.332,.443,.775,.298,1.41,1.7,9.0,3.7,8.5,89,4.95,-0.0,3.85,1,16,1.195,Free agent,Very High
SP,48,Jonathan Cannon,,Chicago White Sox,25,R,R,2.5 Stars,1,6,1,3,1,1,1,4,1,3,53,3,28,51,54,44,5,53,1,1,4,22,30,47,15,33,38,45,28,27,63,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,18,39,79,5.30,.281,.363,.423,.786,.333,1.57,1.0,10.1,4.0,8.2,79,4.45,0.9,4.19,1,18,1.307,$740 000,Very High
SP,7,Carlos Carballo,,Miami Marlins,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,99,1,11,1,36,1,3,77,5,1,5,18,21,62,9,37,46,48,16,5,53,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,1,Carlos Cardona,,Los Angeles Angels,16,L,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,63,7,1,1,31,1,4,77,2,2,3,11,14,17,3,45,40,31,21,2,25,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,14,Xavier Carlos,,Kansas City Royals,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,48,3,1,1,27,1,3,52,3,4,2,13,26,28,8,22,24,28,34,3,43,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,18,Óscar Carmona,,New York Yankees,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,39,9,9,1,39,1,3,77,1,2,3,15,21,28,6,51,40,45,8,1,40,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,10,Jesus Carpio,,Washington Nationals,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,62,6,6,1,43,5,3,75,1,1,2,19,24,49,21,42,38,46,9,3,54,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,15,Manny Casillas,,Minnesota Twins,16,S,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,38,9,1,1,30,1,4,79,1,1,2,11,24,26,5,44,37,45,1,1,37,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,2,Vitale Casoli,,Houston Astros,16,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,90,6,1,1,33,1,3,63,2,3,3,22,22,18,13,54,54,40,6,4,48,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,9,Daniel Castillo,,Detroit Tigers,17,R,R,0.5 Stars,1,1,1,1,1,1,1,1,1,1,62,5,1,1,30,1,3,70,4,4,4,14,12,49,10,40,26,52,4,2,36,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,17,Georgio Castillo,,Los Angeles Angels,16,R,L,0.5 Stars,1,1,1,1,1,1,1,1,1,1,43,6,1,1,35,1,3,44,2,3,1,13,18,38,4,16,25,24,3,1,37,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,0,0,0,0.00,.000,.000,.000,.000,.000,0.00,0.0,0.0,0.0,0.0,100,0.00,0.0,0.00,0,0,.000,-,Very High
SP,58,Luis Castillo,,Seattle Mariners,32,R,R,3.0 Stars,10,16,1,1,15,1,10,1,10,1,31,7,52,64,62,49,4,64,1,1,1,16,18,59,11,7,17,26,12,1,47,,0,0,.000,.000,.000,.000,.000,100,.000,0.00,0,100,-0.0,0.0,34,55,232,3.55,.199,.260,.354,.614,.244,0.99,1.2,6.5,2.4,10.0,106,3.59,3.6,2.73,1,34,.965,$24 150 000,Very High
