Name,Actual_WAR,Predicted_WAR
Jonathan Kelly,5.3,6.1737723
Liover Peguero,0.3,2.2527282
Miguel Juarez,0.5,0.46117422
Oswald Peraza,2.5,2.3490732
Danny Torres,0.8,0.36687896
Nate Kelley,4.6,2.4747498
Jonathan Kelly,0.6,2.7938163
Keith Harz,1.5,1.090986
Luis Avala,-0.2,2.3990421
Carlos Magallanez,3.0,2.295911
Cristovão Ferantes,-0.4,1.8274374
Dustin Romeo,1.4,3.2516477
Julio Zavala,-0.1,-0.5798566
Luis Lobato,3.2,3.2652516
Josiah York,4.6,3.015599
Ben Scritchfield,1.5,0.9148109
David Chavez,3.3,3.4781337
Ronny Cruz,6.8,3.845014
Aaron Pratt,0.3,1.5810676
Ceddanne Rafaela,1.2,3.5276515
Jarret Hand,4.4,2.4917428
Trea Turner,-0.5,-1.0707694
Connor Comeau,0.1,2.4786797
Austin Martin,-0.5,-0.18963464
Dave Contreras,1.2,0.8120265
Matt Jablonsky,7.1,5.1122966
Josiah York,1.3,3.5648355
Gabriel Arias,2.0,2.696164
Jett Williams,-2.0,0.93711996
Ruben Santiago,1.0,0.12674926
Alban Isufaj,2.1,1.6323463
Roberto Cantu,1.5,3.0681517
Pat Poirier,0.6,0.3296138
David Chavez,6.6,4.615394
Tomas Jimenez,4.5,3.6722727
J.J. Garton,7.3,4.0776134
Doug Nelson,3.2,3.4483798
Liover Peguero,0.9,1.9870973
Bryson Stott,0.6,1.3937029
Ramon Dominguez,1.3,1.3684583
Juan Galvez,0.2,2.8385866
Matt Shaw,0.1,1.0318841
D.J. Gisbert,1.3,1.124544
Manny Alvarez,-0.7,-0.3457543
Mike Hicks,3.9,1.9941463
Kayson Cunningham,2.8,2.904746
Doug Nelson,0.3,0.17922938
Manuel Moreno,0.8,2.3140533
Elian Peña,1.0,1.6269518
Jonathan Kelly,6.3,7.1064377
Carlos Magallanez,5.0,3.1851938
Aubrey Chappell,3.2,4.073246
Hao-Yu Lee,-0.4,1.6003795
Angel Carmona,0.7,1.1597006
Rick Clarkson,-0.8,0.43635237
Corey Benedict,0.1,0.7780395
Mike Schuette,0.6,1.1984928
Chris Hoskins,3.9,2.5175068
Kayson Cunningham,0.3,1.8384506
Daniel Schneemann,0.2,0.9982233
Keith Harz,-1.2,-0.2646512
Tony Carter,0.5,0.7501702
Edwin Santiago,3.2,3.9846895
Nick Martinelli,-0.1,-0.5284145
Bob Reyes,0.5,0.52822626
Antonio Estrada,-0.2,0.022939416
Carter Hamm,-0.1,0.53542185
Zack Olenski,-0.1,0.30398396
Rafael Seballos,-0.2,2.1879504
Jazz Chisholm Jr.,-0.3,-0.024675976
Kyle Hodge,0.2,1.6596411
Phil LaVenture,0.4,0.5047989
Gavin Gallaher,0.3,0.6330777
Ryan Gonzalez,3.3,2.0760422
Roberto Gamboa,1.0,0.6466073
David Chavez,2.3,1.8416104
Roberto Gamboa,1.2,1.3681073
J.J. Wetherholt,1.2,3.0818808
Jackson Holliday,2.8,3.203827
Roger Naranjo,0.1,0.35260642
Ben Clark,0.4,2.0200808
Ramon Dominguez,0.9,1.3186488
Vicente Ferrer,1.3,0.9561634
Emilio Garza,5.6,5.732676
Jason Wiblin,-0.3,-0.2785091
Carlos Sarabia,4.3,3.1402788
Edwin Santiago,5.5,3.9208908
Enrique Marin,2.8,2.2249312
Luis Vazquez,0.4,0.8862787
Ceddanne Rafaela,3.0,3.1990712
Matt McLain,0.9,0.20274512
Bobby Rangel,5.7,4.306489
Josiah York,0.3,1.4234878
Carlos Famoso,3.1,1.5601292
Bobby Rangel,-0.3,-0.64382684
Liover Peguero,-0.1,1.9297413
Chase Meidroth,-0.2,-0.31812066
Butch Reber,3.4,2.7638607
Pedro Lopez,2.2,1.0533533
Edwin Santiago,7.3,5.3039136
Juan Guerra,8.0,8.215112
Travis Latzig,3.0,3.813833
Diego Velasquez,0.1,2.5660574
Gleyber Torres,-0.4,0.33427402
Jorge Tejeda,0.9,1.5780319
Carlos Sarabia,3.1,2.0440838
Mike Nazaruk,2.8,3.3425207
Evan Michael,0.5,1.0144112
Josh Weaver,1.3,1.6428586
Steve Reese,-0.2,1.0848287
Ruben Ruiz,1.4,0.7945894
Steve Mosier,0.6,1.5404135
Darius Dupree,-0.1,-0.3025733
Sung-jin Im,1.4,1.4192263
Matt Jablonsky,2.6,4.358262
Roberto Cantu,0.3,0.38781026
Elijah White,0.6,0.602669
Miguel Reyes,1.7,2.8150027
Pat Maloney,1.6,1.4144892
Bobby Rangel,7.6,6.4936285
Tomas Jimenez,4.6,3.435243
Theo Gillen,-0.4,1.8482248
Mo Mixon,2.8,3.4568803
Carlos Sarabia,4.1,2.896135
Nicandro Aybar,0.4,0.1695508
Roger Arroyo,0.1,2.7552261
Jordan Westburg,1.3,0.8428048
Jake Short,-0.1,0.05872214
Steve Begley,-0.9,-0.3629075
Armando Alvarez,-0.3,0.50340843
Joe Lazar,0.6,0.36216015
J.J. Wetherholt,2.9,2.8804214
Min-ho Kim,0.1,0.02366639
Colt Emerson,1.5,2.8423393
Woody Hadeen,4.3,2.5824304
Carlos Famoso,-0.4,0.30841535
Alex Paredes,-0.1,1.540679
Marco Ibanez,0.8,0.9808542
Manny Alvarez,-0.2,0.28078791
Aaron Pratt,0.2,1.3792318
Tomito Murayama,-0.2,1.3626623
Nick Gonzales,-1.0,-0.08120032
Max Schuemann,0.7,1.3275615
Antonio Estrada,0.8,1.5578629
Victor Alba,5.3,3.019693
Mikey Romero,1.3,1.8053885
Nate Kelley,0.3,0.7537956
Johan De Los Santos,1.2,3.0804555
Juan Guerra,7.6,7.8179297
Tony Paez,0.1,1.2380705
Hector Muniz,1.0,2.2379496
Dustin Romeo,1.7,3.3445165
Juan Guerra,7.2,8.387893
Brad McCubbin,0.5,1.1062746
Ben Clark,0.8,2.2266486
Fernando Vallejo,1.8,0.4622481
Matt Hall,1.9,1.5754087
Randy Lombardo,2.4,2.1196215
Nick Maton,1.0,0.14841262
Masaki Oka,1.3,1.9126296
Michael Taylor,2.5,2.1961305
Elian Peña,4.2,3.026331
Masaki Oka,1.0,1.2348635
Randy Lombardo,0.5,2.0621462
Dave Aguilar,1.7,1.2909008
Roger Arroyo,2.1,1.951238
Roger Naranjo,-0.5,0.37732765
Tony Sims,0.4,0.8320257
Alejandro Nava,6.4,6.4533916
Luis Rengifo,0.5,-0.040080793
Ryan Cromey,0.2,0.37916422
Bobby Rangel,4.3,5.391457
Alejandro Nava,7.0,5.292286
Carlos Zambrano,2.9,1.3574237
Steve Mosier,1.6,2.7043033
Ruben Santiago,1.4,0.5563744
Angel Carmona,0.8,1.7395129
Lenyn Sosa,0.3,0.64748496
Tyler Wells,-0.2,-0.32368204
Jefferson Rojas,4.6,3.8930929
Brandon Warren,0.6,0.7409923
Ceddanne Rafaela,2.7,3.0308478
Victor Rojas,1.6,1.1545727
Bob Reyes,0.7,0.25071892
Adrian Doubleday,0.3,1.19583
Fernando Gutierrez,3.1,2.1358857
Steve Hoff,-0.2,0.53905606
Cory Hinman,-0.1,0.46866772
Bill Smith,0.5,1.47496
Jason Fried,-0.1,-0.18146543
Johnny Samson,0.7,2.4836924
Mike Hicks,2.1,0.9700706
David Hamilton,-0.2,1.1657345
Theo Gillen,-0.1,1.0233916
Tony Garcia,0.7,0.71224964
German Garcia,1.6,1.2449123
Tim Casas,-0.1,0.056897663
Orelvis Martinez,-0.6,1.2063586
Nico Hoerner,3.6,3.2842965
Josh Goler,2.2,2.0958054
Juan Guerra,6.0,6.754236
Rick Clarkson,1.2,0.4214375
Victor Rojas,0.4,1.1158266
Tony Garcia,1.6,1.256123
Oswald Peraza,2.5,1.5916724
Jarret Hand,0.1,1.7418443
Elijah Wilson,0.5,0.09796198
Ozzie Albies,-0.4,-0.07284066
Juan Saldierna,-0.4,0.9546733
Tomas Jimenez,3.6,3.3021944
Kayson Cunningham,2.0,3.0426059
Allen Glick,0.1,0.69529307
Tim Yeager,2.5,1.4190106
Garrett Hampson,-0.8,1.2166791
Eddie Sanchez,1.7,2.1103685
Roberto Cantu,3.4,3.2421205
Tomas Jimenez,0.9,4.0472145
Cameron Cauley,0.3,1.4407771
Devin Saltiban,-0.2,0.61330515
Mike Fernandez,0.5,0.10542634
Preston Lieberman,0.7,0.7206892
Tony Aranda,1.9,3.1012032
Max Acosta,0.3,1.8764393
Jeff Sheridan,-0.2,0.82721126
Jansel Luis,3.2,3.4886477
Min-ho Kim,1.7,0.23865001
Antonio Estrada,-0.3,0.25903785
Doug Nelson,2.3,2.503741
Bill Contreras,4.0,3.8075886
Austin White,1.2,1.1879033
Tony Garcia,-0.2,1.1062315
Rod Barrera,1.5,0.8268484
Keith Webber,0.8,0.94003457
Bill Smith,-0.1,0.5032255
Victor Alba,1.7,2.9062047
Ramon Dominguez,0.2,0.009217191
John Peck,0.2,0.32504016
Steve Begley,0.3,-0.31411767
Ozzie Albies,0.2,1.2814691
J.J. Wetherholt,2.6,0.80548453
Andy Turkington,0.2,0.31364572
Chris Hoskins,4.0,3.3092725
Kyle Whisnant,0.6,2.5655057
Matt Jablonsky,3.1,3.5886893
Kayson Cunningham,0.2,-0.58928984
Mike Fernandez,7.2,4.3941116
Roger Naranjo,-0.1,0.3420343
Zack Olenski,0.8,0.2005316
Ryan Gonzalez,3.5,1.8841252
Tony Forke,2.4,0.75710386
Alvaro Sosa,4.1,2.5322928
Jansel Luis,2.4,2.228391
Victor Rojas,0.3,0.7651076
David Hamilton,1.5,1.6731521
Cristopher Polanco,3.5,3.3874304
Victor Alba,4.5,2.9105463
Ryan Ritter,-0.2,1.2885482
Matt Hall,2.0,1.5258201
Alex Paredes,-0.1,1.4990281
Mario Martinez,-0.9,-0.134739
Fernando Gutierrez,3.4,1.8079213
Jackson Holliday,4.3,3.8411925
Chris Flores,0.2,-0.062441945
Gustavo Melendez,3.1,2.5178967
Brice Turang,3.4,2.5476189
Theo Gillen,0.6,2.2057314
Ramiro Trujillo,4.3,2.918245
Josh Pryor,3.8,4.7894893
Griff O'Ferrall,0.2,1.812349
Lorenzo Alfonseca,4.0,3.3460176
Evan Michael,3.0,1.7600595
Eddie Senn,0.1,0.9390402
Ozzie Albies,-0.8,0.4741208
Alejandro Nava,4.2,3.4684916
Danny Gonzalez,0.1,0.82253706
Angel Carmona,1.7,2.0533626
Luke Keaschall,-1.0,0.23278686
Bill DiCapua,0.1,0.4735268
